taxonID	scientificNameID	localID	scientificName	taxonRank	parentNameUsageID	scientificNameAuthorship	family	subfamily	tribe	subtribe	genus	subgenus	specificEpithet	infraspecificEpithet	verbatimTaxonRank	nomenclaturalStatus	namePublishedIn	taxonomicStatus	acceptedNameUsageID	originalNameUsageID	nameAccordingToID	taxonRemarks	created	modified	references	source	majorGroup	tplID
wfo-0001302010		9905237	"Schoenoxiphium ecklonii var. ecklonii"	variety			Cyperaceae		Cariceae		Schoenoxiphium	Psyllophorae	ecklonii	ecklonii	variety			Unchecked				"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9905237 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9905237 >The Plant List v.1.0</a>"	2022-04-16	2025-06-17	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1710866	"The Cyperaceae TEN"	A	tro-9905237
wfo-0001302011		9905253	"Cyperus violifolia"	species		"Rodriguez & Alfonso"	Cyperaceae		Cypereae	Cyperinae	Cyperus		violifolia		species		"Rev Centr. Agricol. 15(1): 88 1989"	Unchecked				"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9905253 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9905253 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1682348	"The Cyperaceae TEN"	A	tro-9905253
wfo-0001302012		9905297	"Carex viridula var. viridula"	variety			Cyperaceae		Cariceae		Carex	Vignea	viridula	viridula	variety			Unchecked				"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9905297 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9905297 >The Plant List v.1.0</a>"	2022-04-16	2023-05-29		"The Cyperaceae TEN"	A	tro-9905297
wfo-0001302013	urn:lsid:ipni.org:names:310980-1	9905332	"Mariscus phleoides"	species		Nees	Cyperaceae		Cypereae	Cyperinae	Mariscus		phleoides		species	Invalid	"Linnaea 9(3): 286 (1834)"	Unchecked				"Source in seed data: tro Updated namePublishedIn from Linnaea 9: 286 1834 to Linnaea 9(3): 286. 1834 , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tpl1.1/rec"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1682477	"The Cyperaceae TEN"	A	tro-9905332
wfo-0001302014	urn:lsid:ipni.org:names:315251-1	9905359	"Tetraria compar"	species		"P.Beauv. ex T.Lestib."	Cyperaceae		Schoeneae	Tricostulariinae	Tetraria		compar		species		"Essai Cypér. 36. 1819 [29 Mar 1819]"	Unchecked				"Source in seed data: tro Updated Author from Lestib. to P.Beauv. ex T.Lestib., according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9905359 >The Pla"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1682503	"The Cyperaceae TEN"	A	tro-9905359
wfo-0001302015		9905399	"Fimbristylis schulzii"	species	wfo-4000014776	Boeck.	Cyperaceae		Abildgaardieae		Fimbristylis		schulzii		species	Valid	"Linnaea 38: 391 1874"	Accepted				"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9905399 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9905399 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1678301	"The Cyperaceae TEN"	A	tro-9905399
wfo-0001302016	urn:lsid:ipni.org:names:314036-1	9905437	"Scirpus orbicephala"	species		Beetle	Cyperaceae		Scirpeae		Scirpus		orbicephala		species		"Madroño 7: 160. 1944"	Unchecked				"Source in seed data: tro Updated namepublishedIn from Madroño 7: 160 1944 to Madroño 7: 160. 1944 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9905437 >The "	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1682399	"The Cyperaceae TEN"	A	tro-9905437
wfo-0001302017		9905458	"Trichophorum bracteatum"	species		"V.Krecz. ex Czernov"	Cyperaceae		Trichophoreae		Trichophorum		bracteatum		species			Synonym	wfo-0000591767			"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9905458 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9905458 >The Plant List v.1.0</a>"	2022-04-16	2024-02-02		"The Cyperaceae TEN"	A	tro-9905458
wfo-0001302018		9905460	"Scirpus uniflorum"	species		T.V.Egorova	Cyperaceae		Scirpeae		Scirpus		uniflorum		species			Unchecked				"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9905460 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9905460 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1682404	"The Cyperaceae TEN"	A	tro-9905460
wfo-0001302019		9905464	"Blysmopsis exilis"	species		Ivanina	Cyperaceae		Dulichieae		Blysmopsis		exilis		species			Unchecked				"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9905464 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9905464 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1682319	"The Cyperaceae TEN"	A	tro-9905464
wfo-0001302020		9905490	"Carex altaica"	species		Gorodkov	Cyperaceae		Cariceae		Carex	Carex	altaica		species	Valid	"Žurn. Russk. Bot. Obač. Akad. Nauk 15: 183 1930"	Synonym	wfo-0000349565			"Source in seed data: tro Nomenclatural status in seed:  More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9905490 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9905490 >The "	2022-04-16	2025-06-13	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1682945	"The Cyperaceae TEN"	A	tro-9905490
wfo-0001302021		9905502	"Carex arcatica f. taldycola"	form		"Ovcz. & Czukav."	Cyperaceae		Cariceae		Carex	Carex	arcatica	taldycola	form			Synonym	wfo-0000349565			"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9905502 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9905502 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1711932	"The Cyperaceae TEN"	A	tro-9905502
wfo-0001302022	urn:lsid:ipni.org:names:301711-1	9905507	"Carex × prolixa"	species	wfo-1000081875	Fr.	Cyperaceae		Cariceae		Carex	Carex	prolixa		species	Valid	"Novit. Fl. Suec. Mant. 3: 150 (1843)"	Accepted				"Source in seed data: tro Update namepublishedIn from Novit. Fl. Suec. Mant. 3(10): 150. 1845 ; ref. checked, volume corrected to Novit. Fl. Suec. Mant. 3: 150 (1843), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a"	2022-04-16	2025-12-15	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1678287	"The Cyperaceae TEN"	A	tro-9905507
wfo-0001302023		9905526	"Carex bigelowii subsp. ensifolia"	subspecies		Holub	Cyperaceae		Cariceae		Carex	Carex	bigelowii	ensifolia	subspecies			Synonym	wfo-0001301751			"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9905526 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9905526 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1704206	"The Cyperaceae TEN"	A	tro-9905526
wfo-0001302024		9905527	"Carex bigelowii subsp. hyperborea"	subspecies		Bocher	Cyperaceae		Cariceae		Carex	Carex	bigelowii	hyperborea	subspecies			Synonym	wfo-0000344910			"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9905527 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9905527 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1704194	"The Cyperaceae TEN"	A	tro-9905527
wfo-0001302025	urn:lsid:ipni.org:names:879497-1	9905549	"Carex capitata subsp. arctogena"	subspecies		"(Harry Sm.) Böcher ex Á.Löve, D.Löve & B.M.Kapoor"	Cyperaceae		Cariceae		Carex		capitata	arctogena	subspecies		"Arctic Alpine Res. 3(2): 144. 1971"	Synonym	wfo-0000345323	wfo-0000344540		"Source in seed data: tro Updated namepublishedIn from Arctic Antarctic Alpine Res. 3(2): 144 1971 to Arctic Alpine Res. 3(2): 144. 1971 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1704199	"The Cyperaceae TEN"	A	tro-9905549
wfo-0001302026	urn:lsid:ipni.org:names:309669-1	9905559	"Kobresia bucharica"	species		"(Kük.) N.A.Ivanova"	Cyperaceae		Cariceae		Kobresia		bucharica		species	Valid	"Bot. Zhurn. S.S.S.R. 24: 491 (1939)"	Synonym	wfo-0000345171	wfo-0000345171		"Source in seed data: tro Update namepublishedIn from to Bot. Zhurn. S.S.S.R. 24: 491 (1939), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9905559 >The Plant Lis"	2022-04-16	2025-12-15	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1683025	"The Cyperaceae TEN"	A	tro-9905559
wfo-0001302027		9905560	"Carex caespitosa var. inumbrata"	variety		K.Eichw.	Cyperaceae		Cariceae		Carex	Carex	caespitosa	inumbrata	variety			Synonym	wfo-0000345434			"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9905560 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9905560 >The Plant List v.1.0</a>"	2022-04-16	2022-04-20		"The Cyperaceae TEN"	A	tro-9905560
wfo-0001302028		9905561	"Carex caespitosa f. retorta"	form		Sylven	Cyperaceae		Cariceae		Carex	Carex	caespitosa	retorta	form			Synonym	wfo-0000345434			"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9905561 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9905561 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1714076	"The Cyperaceae TEN"	A	tro-9905561
wfo-0001302029		9905585	"Carex cyperoides"	species		Murray	Cyperaceae		Cariceae		Carex	Vignea	cyperoides		species		"Syst. Veg. (ed. 13) 703 1774"	Synonym	wfo-0000344977			"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9905585 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9905585 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1696049	"The Cyperaceae TEN"	A	tro-9905585
wfo-0001302030	urn:lsid:ipni.org:names:879503-1	9905590	"Carex depressa subsp. transsilvanica"	subspecies		"(Schur) T.V.Egorova"	Cyperaceae		Cariceae		Carex		depressa	transsilvanica	subspecies		"Novosti Sist. Vyssh. Rast. 9: 80. 1972"	Synonym	wfo-0000345978	wfo-0000352065		"Source in seed data: tro Updated namePublishedIn from Novosti Sist. Vyssh. Rast. 9: 80 1972 to Novosti Sist. Vyssh. Rast. 9: 80. 1972 , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http:"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1704201	"The Cyperaceae TEN"	A	tro-9905590
wfo-0001302031	urn:lsid:ipni.org:names:77099091-1	9905591	"Carex × descendens"	species	wfo-4000006709	Kük.	Cyperaceae		Cariceae		Carex		descendens		species	Valid	"Öfvers. Finska Vetensk.-Soc. Förh. 45(8): 6 (1903)"	Accepted				"Source in seed data: tro Update namepublishedIn from Öfvers. Finska Vetensk.-Soc. Förh. 45(8): 6 (-7). 1903 to Öfvers. Finska Vetensk.-Soc. Förh. 45(8): 6 (1903), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a"	2022-04-16	2025-12-15	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1676820	"The Cyperaceae TEN"	A	tro-9905591
wfo-0001302032		9905602	"Carex divisa var. coarcta"	variety		T.Koyama	Cyperaceae		Cariceae		Carex	Vignea	divisa	coarcta	variety			Synonym	wfo-0000346179			"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9905602 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9905602 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1710523	"The Cyperaceae TEN"	A	tro-9905602
wfo-0001302033		9905604	"Carex dominii"	species		"Levl. & Vaniot"	Cyperaceae		Cariceae		Carex	Vignea	dominii		species			Synonym	wfo-0000346108			"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9905604 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9905604 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1696065	"The Cyperaceae TEN"	A	tro-9905604
wfo-0001302035	urn:lsid:ipni.org:names:77257934-1	9905621	"Carex filipes subsp. oligostachys"	subspecies		"(Kük.) T.Koyama"	Cyperaceae		Cariceae		Carex	Carex	filipes	oligostachys	subspecies	Valid	"J. Jap. Bot. 29: 42 (1954)"	Synonym	wfo-0000346622	wfo-0000349524		"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9905621 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9905621 >The Plant List v.1.0</a>"	2022-04-16	2025-12-15	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1703797	"The Cyperaceae TEN"	A	tro-9905621
wfo-0001302036		9905622	"Carex flacca subsp. cuspidata"	subspecies		"(Host) Vicioso"	Cyperaceae		Cariceae		Carex		flacca	cuspidata	subspecies		"Est. Monogr. gen. Carex ex Esp. 100 1959"	Synonym	wfo-0000346652	wfo-0000345856		"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9905622 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9905622 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1704210	"The Cyperaceae TEN"	A	tro-9905622
wfo-0001302037		9905628	"Carex fujidae"	species		Kudô	Cyperaceae		Cariceae		Carex	Carex	fujidae		species			Synonym	wfo-0000348415			"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9905628 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9905628 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1682921	"The Cyperaceae TEN"	A	tro-9905628
wfo-0001302038		9905636	"Carex glauca subsp. serrulata"	subspecies		"(Biv. ex Spreng.) Arcang."	Cyperaceae		Cariceae		Carex		glauca	serrulata	subspecies		"Comp. Fl. Ital. 2: 92 1894"	Synonym	wfo-0000346652	wfo-0001035832		"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9905636 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9905636 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1704211	"The Cyperaceae TEN"	A	tro-9905636
wfo-0001302039	urn:lsid:ipni.org:names:299987-1	9905642	"Carex graciliformis"	species		V.I.Krecz.	Cyperaceae		Cariceae		Carex	Carex	graciliformis		species	Valid	"Fl. Centr. Russ., ed. 6: 197 (1933)"	Synonym	wfo-0000344146			"Source in seed data: tro Update namepublishedIn from to Fl. Centr. Russ. , ed. 6: 197 (1933), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9905642 >The Plant Li"	2022-04-16	2025-12-15	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1696034	"The Cyperaceae TEN"	A	tro-9905642
wfo-0001302040	urn:lsid:ipni.org:names:300004-1	9905643	"Carex × grahamii"	species	wfo-4000006709	Boott	Cyperaceae		Cariceae		Carex		grahamii		species	Valid	"Proc. Linn. Soc. London 1: 180 (1844)"	Accepted				"Source in seed data: tro Update namepublishedIn from Proc. Linn. Soc. London 1(19): 180; et Trans. Linn. Soc. xix. (1845) 215. 1844 [Feb 1844] to Proc. Linn. Soc. London 1: 180 (1844), information provided by Alan E. on email Jun. 07 2021 More details co"	2022-04-16	2025-12-15	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1677825	"The Cyperaceae TEN"	A	tro-9905643
wfo-0001302041		9905679	"Carex karoi var. selengensis"	variety		Serg.	Cyperaceae		Cariceae		Carex	Carex	karoi	selengensis	variety			Synonym	wfo-0000347900			"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9905679 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9905679 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1710377	"The Cyperaceae TEN"	A	tro-9905679
wfo-0001302042	urn:lsid:ipni.org:names:77157049-1	9905680	"Carex kattegatensis"	species		"(Almq.) Fr. ex Nyman"	Cyperaceae		Cariceae		Carex	Carex	kattegatensis		species	Valid	"Consp. Fl. Eur. Suppl. 2(2): 375 (1890)"	Synonym	wfo-0000352303	wfo-0000350940		"Source in seed data: tro Update namepublishedIn from to Consp. Fl. Eur. Suppl. 2(2): 375 (1890), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9905680 >The Plant"	2022-04-16	2025-12-15	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1695912	"The Cyperaceae TEN"	A	tro-9905680
